,District_Name,Type,latitude,longitude
598,praha 5,sport,50.021570955306196,14.363608331813692
599,praha 13,sport,49.937343213976646,14.18615116140566
600,praha 5,sport,50.037326172629726,14.334604937128564
601,praha 8,sport,50.145522747706174,14.485862781983975
602,praha 5,sport,50.076137828755265,14.405797141006328
603,praha 4,sport,50.01400799999999,14.481132269923199
604,praha 9,sport,50.108451108517535,14.556574779646706
605,praha 6,sport,50.082359427145235,14.371166792255766
606,praha 10,sport,50.05083547489746,14.628577269634722
607,praha 1,sport,50.09124480599,14.4256063086444
608,praha 7,sport,50.10173471940101,14.455788758526232
609,praha 6,sport,50.130347710514215,14.333908587310138
610,praha 10,sport,50.04596232512042,14.548689754628574
611,praha 9,sport,50.13612763780366,14.51425846958869
612,praha 4,sport,50.050849651133866,14.457022364706493
613,praha 8,sport,50.140873623925216,14.42838052553523
614,praha 10,sport,50.03288677159664,14.545899989872446
615,praha 4,sport,50.019031969473126,14.438313836545554
616,praha 6,sport,50.08540394622182,14.38312838171574
617,praha 4,sport,50.00181035832985,14.414677130301856
618,praha 5,sport,50.06622453837541,14.365730855531226
619,praha 4,sport,50.035631529863046,14.522350500000016
620,praha 9,sport,50.102593381771236,14.539604496719948
621,praha 3,sport,50.085264085031454,14.442119629307859
622,praha 6,sport,50.11052082569683,14.387919837209376
623,praha 6,sport,50.105645661602196,14.384462025282291
624,praha 6,sport,50.08393359119966,14.38190522025572
625,praha 6,sport,50.12790374355125,14.30396596696297
626,praha 8,sport,50.108952617961414,14.461272495231961
627,praha 7,sport,50.10730361289069,14.414444289322997
628,praha 3,sport,50.0764766960875,14.478360538981015
629,praha 10,sport,50.08245041446735,14.489763716210843
630,praha 4,sport,50.03907076934627,14.423565877315546
631,praha 1,sport,50.08807954010618,14.41423324285877
632,praha 3,sport,50.08467022675858,14.462466307519213
633,praha 7,sport,50.105272296410696,14.433544627964569
634,praha 1,sport,50.082134070229024,14.418230810289165
635,praha 9,sport,50.13632854010618,14.510735353280866
636,praha 6,sport,50.09725580070989,14.399225138524812
637,praha 1,sport,50.083442559813015,14.40448324886002
638,praha 6,sport,50.08179219201595,14.390024873176209
639,praha 9,sport,50.11554928893753,14.490694373016382
640,praha 2,sport,50.07759068552724,14.438297378844753
641,praha 2,sport,50.34835000000004,13.077380000000062
642,praha 1,sport,50.084535300305845,14.416562880662422
643,praha 9,sport,50.104556991373016,14.536528668070746
644,praha 2,sport,50.07704144214888,14.444719994171635
645,praha 9,sport,50.10653916902306,14.581021115009744
646,praha 1,sport,50.08021067943905,14.423570618500861
647,praha 2,sport,50.07065509019567,14.440381020255117
648,praha 10,sport,50.08156170997689,14.493490979392337
649,praha 10,sport,50.067630597005,14.46981295801792
650,praha 2,sport,50.07431959838999,14.423846970598289
651,praha 9,sport,50.11907962724342,14.486693904379974
652,praha 13,sport,50.052390329159294,14.340595569507897
653,praha 5,sport,50.044828568959616,14.325817940186997
654,praha 6,sport,50.06945651817765,14.30868063229242
655,praha 5,sport,50.07696946378898,14.40354166763808
656,praha 1,sport,50.07827440161003,14.424289506665094
657,praha 4,sport,50.06144469729865,14.429188552224277
658,praha 4,sport,50.019264511541195,14.499159417565956
659,praha 7,sport,50.10213623036528,14.428774649604673
660,praha 11,sport,50.02558860170819,14.518762145161265
661,praha 8,sport,50.09217127061567,14.46067325936296
662,praha 5,sport,50.076774,14.40200672286345
663,praha 6,sport,50.098310674995666,14.403018047203977
664,praha 4,sport,50.05600761587513,14.440256182353254
665,praha 6,sport,50.06462548600598,14.308878944630377
666,praha 1,sport,50.08302492368279,14.425418445063073
667,praha 4,sport,50.02952422064177,14.5037267526692
668,praha 6,sport,50.09830323619365,14.40443859146509
669,praha 4,sport,12.389823900000067,77.25083500000005
670,praha 6,sport,50.06462548600598,14.308878944630377
671,praha 4,sport,50.053945242858745,14.41884273270255
672,praha 7,sport,50.105098477927235,14.453810863725549
673,praha 7,sport,50.10179821259168,14.416833207311566
674,praha 8,sport,50.149838622799564,14.446804587161813
675,praha 8,sport,50.08961320650349,14.443604097985967
676,praha 4,sport,50.004498457672135,14.464448943505209
677,praha 10,sport,50.03493442382702,14.55747460338166
678,praha 8,sport,50.10842321732353,14.472220344826756
679,praha 7,sport,50.10213623036528,14.428774649604673
680,praha 10,sport,50.057813482110845,14.494391863725552
681,praha 7,sport,50.10192752207278,14.453950416180987
682,praha 8,sport,50.10842321732353,14.472220344826756
683,praha 5,sport,50.072330536211034,14.39645835345377
684,praha 5,sport,50.05681904094833,14.39422872415983
685,praha 4,sport,50.02280999999999,14.439318750000005
686,praha 4,sport,50.00718841441003,14.413425398813692
687,praha 4,sport,50.03652640608207,14.503247340816044
688,praha 13,sport,50.04616466362736,14.334546890530165
689,praha 6,sport,50.064082679987315,14.304880450804548
690,praha 5,sport,50.0668745029142,14.361805715073166
691,praha 10,sport,50.01989253344107,14.655465061082426
692,praha 4,sport,50.01436827200065,14.487802076749896
693,praha 8,sport,50.09843091385377,14.474501061376825
694,praha 10,sport,50.03812869054755,14.548410614605723
695,praha 4,sport,50.05990491006412,14.455323203041036
696,praha 8,sport,50.1311561579432,14.475751356079487
697,praha 4,sport,50.04425680209486,14.43502270967749
698,praha 7,sport,50.10847185456742,14.427259069569631
699,praha 9,sport,50.10700716902304,14.580888582261158
700,praha 3,sport,50.083800999163294,14.45440207715394
701,praha 1,sport,50.08613791895094,14.385464039846381
702,praha 8,sport,50.10730385483875,14.477455898118901
703,praha 8,sport,50.09780887647884,14.473654850366673
704,praha 8,sport,50.12895566527213,14.454388516619755
705,praha 9,sport,50.10395748798091,14.48093087059346
706,praha 5,sport,50.06457429062399,14.360905312963098
707,praha 6,sport,50.0790924488329,14.368566679187309
708,praha 9,sport,50.10470215292288,14.534917090512783
709,praha 4,sport,49.99920650919738,14.403660994466865
710,praha 7,sport,50.1101391154711,14.409535716054119
711,praha 2,sport,50.064642681372284,14.424209584395957
712,praha 10,sport,50.04675720569543,14.548246012926178
713,praha 4,sport,50.03507147273307,14.431840727306858
714,praha 4,sport,50.00085558670456,14.465021248687137
715,praha 3,sport,50.073856470165616,14.49278113976556
716,praha 7,sport,50.119019285619316,14.41015449971155
717,praha 5,sport,42.71152250000006,23.333987363000062
718,praha 1,sport,50.09165735832984,14.434655311962615
719,praha 7,sport,50.10477595530619,14.430639772952963
720,praha 4,sport,50.034334409400294,14.417474280050738
721,praha 8,sport,50.11537839439665,14.48133634762539
722,praha 10,sport,50.05603481268376,14.493558188759481
723,praha 1,sport,50.07942640161002,14.422144778233065
724,praha 10,sport,50.080303688845454,14.481604025823685
725,praha 15,sport,50.06204939272321,14.585839433117867
726,praha 8,sport,50.09563757980833,14.469256416296531
727,praha 6,sport,50.111592286427395,14.393879539817728
728,praha 4,sport,50.05691144936224,14.431680440186998
729,praha 5,sport,50.06552619606054,14.379293431432732
730,praha 4,sport,50.039910219545234,14.505982114345933
731,praha 10,sport,50.07454250346244,14.500831562727225
732,praha 4,sport,50.03206234499965,14.405022013013102
733,praha 10,sport,50.08392312075121,14.486986278030603
734,praha 9,sport,50.09122708881069,14.543585579058504
735,praha 7,sport,50.106730528420755,14.44355854775224
736,praha 10,sport,50.064350301690816,14.455561553753506
737,praha 4,sport,50.05691144936224,14.431680440186998
738,praha 9,sport,50.10395748798091,14.48093087059346
739,praha 4,sport,50.04185276270982,14.414617537711592
740,praha 6,sport,50.11826938386507,14.379922282964925
741,praha 6,sport,50.07818466224238,14.305769624185004
742,praha 9,sport,50.12355875409795,14.566739396172446
743,praha 6,sport,50.08450622592187,14.378139580500827
744,praha 21,sport,50.06118001911147,14.647196399522215
745,praha 1,sport,50.08862311241269,14.423506869265477
746,praha 9,sport,50.10470215292288,14.534917090512783
747,praha 8,sport,50.13679170430143,14.412394204301417
748,praha 2,sport,50.07074548066852,14.417632356512192
749,praha 21,sport,50.07568848903574,14.598669745628712
750,praha 6,sport,50.08450622592187,14.378139580500827
751,praha 8,sport,50.13815402054355,14.436422585492474
752,praha 9,sport,50.08883692449085,14.582733546511493
753,praha 10,sport,50.062368142939555,14.589865053147923
754,praha 4,sport,50.02399854674263,14.512675221766937
755,praha 5,sport,50.03331977578022,14.37741406714196
756,praha 4,sport,50.021864612268445,14.405107493767586
757,praha 9,sport,50.10870101304173,14.610181544029974
758,praha 15,sport,50.0557169390797,14.534523647115785
759,praha 9,sport,50.08660601249348,14.55791799359471
760,praha 5,sport,50.05151253093093,14.362648618356628
761,praha 3,sport,50.09502945657562,14.488497607825057
762,praha 19,sport,50.130640605026436,14.550421860955579
763,praha 9,sport,50.093465000716506,14.67243608034572
764,praha 8,sport,50.12364580209485,14.460615455046401
765,praha 8,sport,50.120516725489196,14.44536428449414
766,praha 10,sport,50.0359277879566,14.635563620606998
767,praha 5,sport,49.95558692780908,14.359463860379613
768,praha 1,sport,50.08246652842077,14.403348471550602
769,praha 5,sport,50.07168682015693,14.346364951555277
770,praha 21,sport,50.06565000000006,14.66384000000005
771,praha 6,sport,50.112343937903546,14.320620598063025
772,praha 9,sport,50.099794219805034,14.492206630705898
773,praha 4,sport,50.06110768275728,14.43978641571962
774,praha 6,sport,50.10488634332623,14.377874783513194
775,praha 10,sport,50.07444851096429,14.492641655721497
776,praha 5,sport,50.071609687748946,14.377402145593953
777,praha 2,sport,50.07878049653756,14.442291115182654
778,praha 4,sport,50.03741747045407,14.448404406168997
779,praha 6,sport,50.08512513044607,14.371971914796
780,praha 6,sport,50.08512513044607,14.371971914796
781,praha 7,sport,50.10213623036528,14.428774649604673
782,praha 10,sport,50.06876566720537,14.453095001673441
783,praha 9,sport,50.11826800112518,14.495424331900605
784,praha 16,sport,49.987942973079804,14.362097573143222
785,praha 4,sport,50.043830511512525,14.474429373276168
786,praha 10,sport,50.07204028172418,14.55135551511923
787,praha 22,sport,50.02878374715794,14.605850094379287
788,praha 9,sport,50.117146354434716,14.509525237722858
789,praha 4,sport,50.03600176934626,14.527513844566972
790,praha 2,sport,50.06617787760401,14.415402072883428
791,praha 3,sport,50.97284500000006,4.491092551000065
792,praha 10,sport,50.06911434505697,14.50087662251156
793,praha 9,sport,50.094654367505115,14.519176363408414
794,praha 12,sport,50.00428000000005,14.422200000000032
795,praha 12,sport,50.00613730394117,14.407566444341935
796,praha 3,sport,50.09502945657562,14.488497607825057
797,praha 9,sport,50.1233768057302,14.48572679834395
798,praha 6,sport,50.09113354731955,14.376901196087486
799,praha 12,sport,50.00901083262174,14.44719785483873
800,praha 22,sport,50.03023810185245,14.600593263517881
801,praha 10,sport,50.04902454760799,14.521479090715266
802,praha 7,sport,50.112159700237505,14.42113764988124
803,praha 6,sport,50.11786750790586,14.293077180968263
804,praha 4,sport,50.04715298159775,14.460179159320456
805,praha 4,sport,50.06016272384439,14.422918850683791
806,praha 13,sport,50.10420715292288,14.549729595879827
807,praha 4,sport,50.03084142630852,14.513271367851818
808,praha 1,sport,50.08862311241269,14.423506869265477
809,praha 7,sport,50.10585647273307,14.42885806295743
810,praha 6,sport,50.078718607924465,14.35659415580788
811,praha 6,sport,50.078718607924465,14.35659415580788
812,praha 2,sport,50.06682915681804,14.432114787668148
813,praha 5,sport,50.0499955320561,14.410721738155564
814,praha 7,sport,48.98006000000004,14.443250000000035
815,praha 1,sport,50.091236555691395,14.422140650210805
816,praha 3,sport,50.084603078538905,14.441848464683003
817,praha 5,sport,50.06454852233258,14.347746601044392
818,praha 4,sport,49.99802217707313,14.507821028016716
819,praha 4,sport,50.0542417621329,14.416083839488401
820,praha 5,sport,50.07453558756995,14.40950396699163
821,praha 5,sport,50.044285420981765,14.340945552454423
822,praha 5,sport,50.03592127210908,14.396427732805968
823,praha 4,sport,50.05434339228048,14.42234024215643
824,praha 5,sport,50.02967728172418,14.36861573812691
825,praha 11,sport,50.04125503892275,14.495085651508328
826,praha 7,sport,50.11342455785113,14.429559943332327
827,praha 8,sport,50.094119137111186,14.455134752726515
828,praha 4,sport,50.02867813791925,14.493540193548666
829,praha 1,sport,50.08292410185244,14.425150186912228
830,praha 1,sport,50.08832353621104,14.431652255900495
831,praha 5,sport,50.036596224594206,14.37849628368608
832,praha 4,sport,50.03612248819901,14.413180590051441
833,praha 4,sport,50.0471307865716,14.41381919828053
834,praha 1,sport,50.07827440161003,14.424289506665094
835,praha 2,sport,50.07959169164409,14.435988044693808
836,praha 8,sport,50.14497287705576,14.48320936317729
837,praha 7,sport,50.10579749125742,14.452325744503534
838,praha 1,sport,50.082590850395334,14.42961405063776
839,praha 10,sport,50.06925369995396,14.479455310029355
840,praha 6,sport,50.09555443242537,14.364256626550937
841,praha 5,sport,50.06680738386508,14.396204661665463
842,praha 10,sport,50.0672144074384,14.446919295573995
843,praha 7,sport,50.10467836995795,14.44997124106974
844,praha 8,sport,50.12811378133674,14.41231120079146
845,praha 8,sport,50.094103758237786,14.461644393848392
846,praha 5,sport,50.073530586704564,14.356161748687143
847,praha 4,sport,50.00958434722136,14.429898209821724
848,praha 4,sport,50.043875510964284,14.454478814848143
849,praha 8,sport,50.10741998473656,14.472408251889776
850,praha 9,sport,50.105031580616384,14.559274680968267
851,praha 8,sport,50.132764686104174,14.404161944428845
852,praha 4,sport,50.03652640608207,14.503247340816044
853,praha 9,sport,50.10552169135667,14.570154445820673
854,praha 9,sport,50.10218540022503,14.535300821022291
855,praha 10,sport,50.072272576173,14.472623812799316
856,praha 2,sport,50.071269425211995,14.437708466126228
857,praha 4,sport,50.023833537336216,14.45772784586502
858,praha 4,sport,50.02567647432055,14.428903110623683
859,praha 10,sport,50.07101962724343,14.45706487745978
860,praha 4,sport,50.03487816126143,14.514163669715526
861,praha 9,sport,50.119296108517524,14.49193001304176
862,praha 2,sport,50.07356453067111,14.43430217320666
863,praha 1,sport,50.08823938190318,14.40543572286346
864,praha 4,sport,50.03347040940029,14.53174805092622
865,praha 4,sport,50.029964350539565,14.513513062150302
866,praha 10,sport,50.03504900000007,14.611945778000063
867,praha 4,sport,50.05682654342439,14.422000499999996
868,praha 12,sport,50.008359279762274,14.451087850539583
869,praha 9,sport,50.11085611962604,14.593476369265456
870,praha 4,sport,50.03737815015293,14.413553286715857
871,praha 10,sport,50.05871101301309,14.50795898462098
872,praha 10,sport,50.07072611573089,14.467067756420102
873,praha 5,sport,50.06592019900168,14.398931892578984
874,praha 8,sport,50.123471300046035,14.459465598938255
875,praha 8,sport,50.13258034860633,14.422370280195903
876,praha 4,sport,50.04802602888212,14.414329205725027
0,praha-petrovice,playground,14.56323719,50.038024902
1,praha 8,playground,14.438850403,50.13401413
2,praha 3,playground,14.476410866,50.094387054
3,praha 22,playground,14.593131065,50.036453247
4,praha 15,playground,14.539891243,50.043731689
5,praha-dubec,playground,14.578857422,50.058303833
6,praha 5,playground,14.376726151,50.040672302
7,praha 5,playground,14.394289017,50.039928436
8,praha 3,playground,14.460893631,50.084918976
9,praha 2,playground,14.443644524,50.075458527
10,praha 8,playground,14.474110603,50.110366821
11,praha 4,playground,14.450510979,50.024711609
12,praha 4,playground,14.438419342,50.062217712
13,praha 13,playground,14.338851929,50.03900528
14,praha 15,playground,14.55935955,50.041461945
15,praha 5,playground,14.360547066,50.039173126
16,praha 11,playground,14.530841827,50.028141022
17,praha 8,playground,14.428703308,50.130802155
18,praha 11,playground,14.51568222,50.028644562
19,praha 20,playground,14.613753319,50.11164856
20,praha 3,playground,14.480360985,50.094364166
21,praha 4,playground,14.409045219,50.03515625
22,praha 13,playground,14.315634727,50.051818848
23,praha 6,playground,14.373285294,50.098304749
24,praha 1,playground,14.42376709,50.082542419
25,praha 15,playground,14.547661781,50.037506104
26,praha 6,playground,14.33605957,50.083965302
27,praha 19,playground,14.551672935,50.132972717
28,praha 11,playground,14.497822762,50.038227081
29,praha-kunratice,playground,14.465678215,50.024188995
30,praha 7,playground,14.425937653,50.096256256
31,praha-velka-chuchle,playground,14.387671471,50.022670746
32,praha 4,playground,14.46777153,50.035312653
33,praha 10,playground,14.48910141,50.074436188
34,praha 11,playground,14.512310028,50.028846741
35,praha 9,playground,14.499235153,50.11712265
36,praha 17,playground,14.318553925,50.072040558
37,praha 15,playground,14.513507843,50.046081543
38,praha 4,playground,14.476807594,50.048984528
39,praha 7,playground,14.420970917,50.104606628
40,praha-suchdol,playground,14.372724533,50.134159088
41,praha 22,playground,14.611674309,50.03320694
42,praha 3,playground,14.465281487,50.090747833
43,praha 3,playground,14.458648682,50.085216522
44,praha 10,playground,14.504220009,50.056983948
45,praha 8,playground,14.46098423,50.132259369
46,praha 20,playground,14.620864868,50.116016388
47,praha 14,playground,14.575983047,50.10459137
48,praha-dablice,playground,14.461966515,50.137016296
49,praha 6,playground,14.34287262,50.082065582
50,praha 5,playground,14.359776497,50.052265167
51,praha 2,playground,14.427121162,50.066875458
52,praha-kunratice,playground,14.484329224,50.025470734
53,praha 7,playground,14.448491096,50.101711273
54,praha 1,playground,14.430622101,50.093109131
55,praha-klanovice,playground,14.669448853,50.094795227
56,praha 3,playground,14.480747223,50.081214905
57,praha 13,playground,14.334768295,50.042934418
58,praha 8,playground,14.449913025,50.128265381
59,praha-velka-chuchle,playground,14.395261765,50.027431488
60,praha 17,playground,14.304888725,50.067085266
61,praha 13,playground,14.322937012,50.042636871
62,praha 4,playground,14.419308662,50.055233002
63,praha 7,playground,14.421901703,50.102954865
64,praha 9,playground,14.497458458,50.121124268
65,praha 7,playground,14.415323257,50.100845337
66,praha 2,playground,14.416042328,50.067962646
67,praha 3,playground,14.463318825,50.085502625
68,praha 10,playground,14.445242882,50.072551727
69,praha 3,playground,14.463023186,50.090602875
70,praha 1,playground,14.408036232,50.083118439
71,praha 8,playground,14.460256577,50.094970703
72,praha-zbraslav,playground,14.395677567,49.971691132
73,praha 8,playground,14.436220169,50.129760742
74,praha 18,playground,14.508386612,50.133216858
75,praha 5,playground,14.397183418,50.078079224
76,praha 6,playground,14.387363434,50.0912323
77,praha 13,playground,14.338401794,50.048431396
78,praha 6,playground,14.355875969,50.078681946
79,praha 1,playground,14.402903557,50.083374023
80,praha 7,playground,14.413350105,50.108131409
81,praha 5,playground,14.39943409,50.074619293
82,praha 2,playground,14.44836235,50.075839996
83,praha 1,playground,14.422737122,50.092597961
84,praha 10,playground,14.504192352,50.069190979
85,praha 12,playground,14.425319672,50.012294769
86,praha 14,playground,14.572277069,50.105449677
87,praha 8,playground,14.466581345,50.108283997
88,praha 10,playground,14.457645416,50.064941406
89,praha-dablice,playground,14.471165657,50.138473511
90,praha 11,playground,14.478853226,50.029663086
91,praha 5,playground,14.379924774,50.074111938
92,praha 3,playground,14.477972984,50.089004517
93,praha 15,playground,14.520215034,50.040969849
94,praha 15,playground,14.527738571,50.040603638
95,praha 4,playground,14.418906212,50.058681488
96,praha 7,playground,14.417524338,50.107757568
97,praha 7,playground,14.409996033,50.105632782
98,praha 10,playground,14.507855415,50.055316925
99,praha 2,playground,14.444430351,50.070556641
100,praha 6,playground,14.364491463,50.079750061
101,praha 9,playground,14.492841721,50.110687256
102,praha 1,playground,14.412963867,50.077907562
103,praha 3,playground,14.480358124,50.089435577
104,praha 6,playground,14.396820068,50.104187012
105,praha 7,playground,14.428973198,50.096961975
106,praha 4,playground,14.402524948,50.028640747
107,praha-seberov,playground,14.513963699,50.0102005
108,praha 3,playground,14.474252701,50.087833405
109,praha-klanovice,playground,14.68299675,50.092674255
110,praha 3,playground,14.481222153,50.089717865
111,praha 13,playground,14.328701019,50.042861938
112,praha 1,playground,14.424742699,50.089168549
113,praha-dubec,playground,14.587757111,50.061553955
114,praha 10,playground,14.498722076,50.084514618
115,praha 4,playground,14.452814102,50.025356293
116,praha 13,playground,14.337788582,50.036140442
117,praha 1,playground,14.409308434,50.087097168
118,praha 5,playground,14.367668152,50.052555084
119,praha 13,playground,14.329631805,50.045280457
120,praha 3,playground,14.443138123,50.082386017
121,praha 22,playground,14.598249435,50.03055191
122,praha 5,playground,14.41085434,50.069023132
123,praha 15,playground,14.542808533,50.04561615
124,praha 7,playground,14.418932915,50.096240997
125,praha 2,playground,14.443247795,50.081016541
126,praha 3,playground,14.454880714,50.089557648
127,praha 8,playground,14.448338509,50.128952026
128,praha 2,playground,14.421035767,50.063480377
129,praha 4,playground,14.457939148,50.046638489
130,praha 6,playground,14.328093529,50.083385468
131,praha 10,playground,14.498297691,50.079780579
132,praha-zbraslav,playground,14.384931564,49.967803955
133,praha 11,playground,14.498053551,50.036869049
134,praha 5,playground,14.403386116,50.079425812
135,praha 12,playground,14.423136711,50.0104599
136,praha 7,playground,14.42296505,50.105220795
137,praha 10,playground,14.501416206,50.057128906
138,praha-velka-chuchle,playground,14.38172245,50.020629883
139,praha 10,playground,14.49121666,50.071304321
140,praha-kunratice,playground,14.472966194,50.021533966
141,praha 1,playground,14.394468307,50.083007812
142,praha 21,playground,14.657979965,50.077693939
143,praha 4,playground,14.476556778,50.046363831
144,praha 1,playground,14.434423447,50.085266113
